ID,Title,Company,Location,URL,Source,Posted Date,Description
0c387952-3b5f-435e-8db8-d9b5e4fc84c9,"Software Engineer, Fullstack, Early Career",Notion,Not Specified,https://www.linkedin.com/jobs/view/software-engineer-fullstack-early-career-at-notion-4334158613?position=1&pageNum=0&refId=1XvG3oCHcbEx%2ByTNLSZ9pQ%3D%3D&trackingId=d0XBQIxbAPqAKw1bqdNcxA%3D%3D,LinkedIn,2025-11-30T02:29:10.913456-05:00,No description available
eda1b14c-c6b4-4675-b62d-4c918aa25366,"Software Engineer, New Grad",Stripe,Not Specified,https://www.linkedin.com/jobs/view/software-engineer-new-grad-at-stripe-4294691515?position=2&pageNum=0&refId=1XvG3oCHcbEx%2ByTNLSZ9pQ%3D%3D&trackingId=lZ6LV%2F8covEuqETp1Sd2uQ%3D%3D,LinkedIn,2025-11-30T02:29:11.897633-05:00,No description available
13742eb5-c152-4851-9b38-7a1115b4d8cd,Software Engineer - Backend,Ever,Not Specified,https://www.linkedin.com/jobs/view/software-engineer-backend-at-ever-4068296788?position=3&pageNum=0&refId=1XvG3oCHcbEx%2ByTNLSZ9pQ%3D%3D&trackingId=jK%2FM%2BhEFrRZ%2BggDXAVMwaw%3D%3D,LinkedIn,2025-11-30T02:29:12.883512-05:00,No description available
fca8c8a2-24e8-471c-9ddf-1479fe478f03,"Software Engineer, Search Platform",Notion,Not Specified,https://www.linkedin.com/jobs/view/software-engineer-search-platform-at-notion-4334376914?position=4&pageNum=0&refId=1XvG3oCHcbEx%2ByTNLSZ9pQ%3D%3D&trackingId=hVyc8mhGR6oCpYhJ5bWJFg%3D%3D,LinkedIn,2025-11-30T02:29:13.841364-05:00,No description available
8c75281c-3d88-44ef-a156-7a54ec005734,(New Grad) Software Engineering,Samsara,Not Specified,https://www.linkedin.com/jobs/view/new-grad-software-engineering-at-samsara-4290341003?position=5&pageNum=0&refId=1XvG3oCHcbEx%2ByTNLSZ9pQ%3D%3D&trackingId=LKkmBkgZUIMgx1qlgaVZVg%3D%3D,LinkedIn,2025-11-30T02:29:14.827008-05:00,No description available
